Table Name,Field Name,Field Description
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Schedule (1st Available),
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Add Service,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Allergies,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Amendments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Attachments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Authorizations,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Bed Assignments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Client Profile Extended,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Contacts,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Claims,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Links,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Clinical Support,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Tx Plan (Credible Plan),
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Dashboard,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Diagnosis,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link eMAR Group,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link eMAR,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Employee Assignments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Episodes,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link External Providers,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Family,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Form Groups,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link GeoAreeas,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Implantable Devices,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Insurance,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Ledger,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Liability,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Log,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Medical Profile,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Medications,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Notes,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Notification,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Orders,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Overview,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Payments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Payment Plans,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Program,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Profile,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Schedule,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Service List,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Schedule Grp,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Team,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Users,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Link Warnings,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Assigned Users Active Primary Count,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Assigned Users Primary Count,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Assigned Employees Primary,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Assigned Users Primary,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Assigned Users Active Primary,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary ID Fuzzy A0,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary 1,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary 2,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary City,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary State,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary Zip,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary County,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Primary Country,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing 1,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing 2,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing City,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing State,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing Zip,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing County,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Address Billing Country,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Phone Home Fuzzy A0,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Phone Home,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Phone Mobile Fuzzy A0,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Client Phone Mobile,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User ID External,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Status,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Status ID,Unique ID of the User Status.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Employment Status,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Account Enabled,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name First & Last,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name Last & First,The user's first and last name. Example: John James.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Employee Name First & Last & Employee ID,Unique ID of the Employee Name First & Last & Employee.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name First & Last & User ID,Unique ID of the User Name First & Last & User.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name First & Last w/Initial,The user's first and last name with an initial. Example: John J James.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name Last & First w/Initial,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name Initials,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name Middle,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name First,The user's first name.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Name Last,The user's last name.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Job Title,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Job Title ID,Unique ID of the User Job Title.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Email Primary,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Email Secondary,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Username,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Username SSO,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Username SSO PIN Set,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User DOB,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Age in Hours,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Age in Days,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Age in Months,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Age in Years,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Age In Years Old,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Hire Date Fiscal Year,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Termination Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Termination Date Fiscal Year,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Termination Status,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Tenure Today Days,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Tenure Today Years,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Role,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Last Login,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Next Lockout Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Next Lockout Days Away,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Last Login Days Ago,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Is Vendor User,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Is External User,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Is Vendor,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Is External,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address 1,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address 2,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address City,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address State,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address Zip,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Address Country,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Phone Home,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Phone Work,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Phone Cell,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Phone Emergency,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Phone Fax,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Notes,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Gender,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Gender ID,Unique ID of the User Gender.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Gender Identity,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Gender Identity ID,Unique ID of the User Gender Identity.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Created Date,The date the User record was created.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Created By User ID,Unique ID of the User Created By User.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Updated Date,The date the User record was last updated.
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Department,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Company,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Employment Type,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Client Assignment Active Primary Count,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User ID Provider Number,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User NPI Number,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Role Client Care,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User NPI Number Link,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Add Service,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Admin Time,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Attachments,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Billing Groups,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Client Note Log,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Client,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Config,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Credentials,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Dashboard,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link eMAR,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link eMAR Group,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Forms,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link GeoAreas,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Log,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Login,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Medications,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Message Log,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link MessagingHub,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Notes,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Notification,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Overview,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Password,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Provider Profile,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Profile,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Program,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Schedule,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Service List,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Supervisor,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Team,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link To Do List,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Work Hours,
_MDD_JCT_CREDIBLE_APPOINTMENTS,User Link Work Sched,
_MDD_JCT_CREDIBLE_APPOINTMENTS,POS ID CMS,
_MDD_JCT_CREDIBLE_APPOINTMENTS,POS Name,
_MDD_JCT_CREDIBLE_APPOINTMENTS,POS Is Telehealth,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Start,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment End,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Discharge Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Admission Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Status,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Outcome,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Outcome ID,Unique ID of the Enrollment Outcome.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Updated Date,The date the Enrollment record was last updated.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Created Date,The date the Enrollment record was created.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Updated By User ID,Unique ID of the Enrollment Updated By User.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Date First Billable,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Date Last Billable,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Appointment Completed Count,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Admission Type,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Admission Source,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Admission Dx,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Source,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral By,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider NPI,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider NPI Link,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider Name First,The enrollment referral provider's first name.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider Name Last,The enrollment referral provider's last name.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider Name First & Last,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Referral Provider Name Last & First,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Open-Closed,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Open Hours,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Open Days,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Open Weeks,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Open Months,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Open Years,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Close Hours,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Close Days,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Close Weeks,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Close Months,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Since Close Years,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Start Fiscal Year,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment End Fiscal Year,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment LoS Hours,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment LoS Days,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment LoS Weeks,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment LoS Months,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment LoS Years,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Sequence ASC,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Sequence DESC,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Link,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Enrollment Likely Error,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Recipient ID,Unique ID of the Recipient.
_MDD_JCT_CREDIBLE_APPOINTMENTS,Recipient Code,
_MDD_JCT_CREDIBLE_APPOINTMENTS,Recipient Name,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment ID,Unique ID of the Appointment.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Tense,"Describes a category of services: employee visit, scheduled and completed, incomplete, scheduled and not started, and scheduled future appointment."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Tense ID,Unique ID of the Appointment Tense.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment ID Universal,"The ID number guaranteed to be unique within its dataset, even when the expected ID based on field namne is repeated because the dataset intentionally unionizes multiple similar objects."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Planner ID,Unique ID of the Planner.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Draft ID,Unique ID of the Appointment Draft.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Start,"The start of the time span, as a date or datetime value."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment End,"The end of the time span, as a date or datetime value."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Start Fiscal Year (YYYY),
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Start Fiscal Year (FY YYYY),
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Billable,"Indicates whether or not a time span is billable, typically a service."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Duration (Minutes),The duration of the time span in minutes.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Duration (Hours),The duration of the time span in hours.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,POS ID,Unique ID of the POS.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Created Date,The date the Appointment record was created.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Updated Date,The date the Appointment record was last updated.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Submitted Date,DO NOT USE.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Signed Date,The date which the given time span was signed.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Recipient ID,Unique ID of the Appointment Recipient.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Rate (Contract),The rate associated with the time span which has been contracted with a specific payer via an insurance plan.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Rate (Rate),The usual customary rate associated with the time span which has been contracted with a specific payer via an insurance plan.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Rate (Combined Rate),The combined rate associated with the time span which has been contracted with a specific payer via an insurance plan.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Rate (Cascaded),
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Approved,"The approval status of the time span, typically by a supervisor."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Approved Date,The date of the approval.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Status,"The individual's status in the system, typically ""active"", ""inactive"", or ""pending"". The client status value as recorded."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Entered Date,The date-time value when a record about the time span was enter into the system or created.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Created Fiscal Year,The organization's fiscal year that the entity was created.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Dx1,"The first diagnosis associated with the time span as determined by billing rules. If associated with a claim, this Dx is submitted to a Payer / Insurance."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Dx2,"The second diagnosis associated with the time span as determined by billing rules. If associated with a claim, this Dx is submitted to a Payer / Insurance."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Dx3,"The third diagnosis associated with the time span as determined by billing rules. If associated with a claim, this Dx is submitted to a Payer / Insurance."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Dx4,"The fourth diagnosis associated with the time span as determined by billing rules. If associated with a claim, this Dx is submitted to a Payer / Insurance."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Dx5,"The fifth diagnosis associated with the time span as determined by billing rules. If associated with a claim, this Dx is submitted to a Payer / Insurance."
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code,Either the Procedure Code CPT or Procedure Code HCPCS if only one or the other is provided.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code HCPCS,The procedure code associated with the time span from the Center for Medicare and Medicaid Services's procedure code registry.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code CPT,The procedure code associated with the time span from the American Medical Association's procedure code registry.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code CPT Modifier 1,The first modifier for Procedure Code CPT.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code CPT Modifier 2,The second modifier for Procedure Code CPT.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code CPT Modifier 3,The third modifier for Procedure Code CPT.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Procedure Code CPT Modifier 4,The fourth modifier for Procedure Code CPT.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Is Recurrence,Indicates whether the time span is associated with a recurrence.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,User Hire Date,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Enrollment ID,Unique ID of the Enrollment.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Tx Plan ID,Unique ID of the Tx Plan.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Bx ID,Unique ID of the Bx.
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client ASC,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client DESC,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client-Enrollment-Type-ASC,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client-Enrollment-Type-DESC,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client-Type-ASC,
_MDD_JCT_CREDIBLE_APPOINTMENTS_COMPLETED,Appointment Sequence Client-Type-DESC,
